"node_id","variable","n","prediction","is_leaf","split_value","improve","subgroup","rule"
9,"<leaf>",789,0.248065726852906,TRUE,NA,NA,"G2","south66< 0.5 & meducation>=10.12 & kww>=30.5"
6,"<leaf>",174,0.269117354886013,TRUE,NA,NA,"G5","south66>=0.5 & meducation< 8.5"
10,"<leaf>",274,0.36327457447046,TRUE,NA,NA,"G3","south66< 0.5 & meducation< 10.12 & education66>=10.5"
8,"<leaf>",167,-0.342300014666219,TRUE,NA,NA,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5"
15,"<leaf>",146,1.04788196950457,TRUE,NA,NA,"G7","south66>=0.5 & meducation>=8.5 & married< 0.5"
11,"<leaf>",121,0.737486185063697,TRUE,NA,NA,"G4","south66< 0.5 & meducation< 10.12 & education66< 10.5"
14,"<leaf>",362,0.582322808743708,TRUE,NA,NA,"G6","south66>=0.5 & meducation>=8.5 & married>=0.5"
1,"south66",2033,0.36298615932039,FALSE,0.5,0.015272521421691,NA,NA
2,"meducation",1351,0.242289280411027,FALSE,8.5,0.0290824952115527,NA,NA
2,"meducation",1351,0.242289280411027,FALSE,10.125,0.010714530835072,NA,NA
2,"meducation",1351,0.242289280411027,FALSE,11.5,0.00364980688956146,NA,NA
2,"meducation",1351,0.242289280411027,FALSE,7.5,0.680275454992622,NA,NA
3,"meducation",682,0.602079243494216,FALSE,8.5,0.0290824952115527,NA,NA
3,"meducation",682,0.602079243494216,FALSE,10.125,0.010714530835072,NA,NA
3,"meducation",682,0.602079243494216,FALSE,11.5,0.00364980688956146,NA,NA
3,"meducation",682,0.602079243494216,FALSE,7.5,0.680275454992622,NA,NA
4,"kww",956,0.144936983303017,FALSE,34.5,0.0135831970139727,NA,NA
4,"kww",956,0.144936983303017,FALSE,30.5,0.0210398393412104,NA,NA
4,"kww",956,0.144936983303017,FALSE,18.5,0.709844559585492,NA,NA
4,"kww",956,0.144936983303017,FALSE,15,0.716535433070866,NA,NA
4,"kww",956,0.144936983303017,FALSE,22.5,0.74633431085044,NA,NA
4,"kww",956,0.144936983303017,FALSE,32.5,0.00563777924238496,NA,NA
4,"kww",956,0.144936983303017,FALSE,29.5,0.759493670886076,NA,NA
4,"kww",956,0.144936983303017,FALSE,34.5,0.0150337842583229,NA,NA
5,"education66",395,0.477906485563578,FALSE,10.5,0.0203314502266436,NA,NA
5,"education66",395,0.477906485563578,FALSE,11.5,0.0097268268137754,NA,NA
5,"education66",395,0.477906485563578,FALSE,9.5,0.020857886279761,NA,NA
7,"married",508,0.716125244710411,FALSE,0.5,0.0250671716005369,NA,NA
7,"married",508,0.716125244710411,FALSE,0.5,0.0273947822049541,NA,NA
7,"married",508,0.716125244710411,FALSE,0.5,0.0073260746433043,NA,NA
