"sample_id","candidate","effect_hat","effect_se","effect_low","effect_high","subgroup","rule","terminal_node"
"sr_984","analysis_target",0.909682619244024,2.73424575146822,-4.44943905363368,6.26880429212173,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_17","analysis_target",0.653841155629129,1.33104814519532,-1.9550132089537,3.26269552021195,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_258","analysis_target",0.938883408951865,1.78074637984254,-2.55137949553952,4.42914631344325,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_352","analysis_target",0.497842805289142,6.29624431790637,-11.8427960578073,12.8384816683856,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_13","analysis_target",0.262677143405208,0.448474437954841,-0.61633275498628,1.1416870417967,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_985","analysis_target",5.38026185080612,26.126521864683,-45.8277210039726,56.5882447055849,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_393","analysis_target",0.416516167903956,0.659595131336912,-0.876290289516391,1.7093226253243,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1687","analysis_target",1.24426648236449,2.30692502138249,-3.2773065595452,5.76583952427417,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1724","analysis_target",0.180983499945811,0.587374258466107,-0.970270046647759,1.33223704653938,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_579","analysis_target",0.895471257544478,2.17269796158916,-3.36301674717027,5.15395926225922,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_303","analysis_target",1.06726550615051,1.98303374325562,-2.81948063063051,4.95401164293153,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_701","analysis_target",1.41873504271083,1.58135871580452,-1.68072804026603,4.5181981256877,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1067","analysis_target",1.5425122976424,9.35563210035457,-16.7945266190526,19.8795512143374,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_28","analysis_target",-2.01088808101627,6.55244079938982,-14.8536720478203,10.8318958857878,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1644","analysis_target",0.9658845948771,1.18193629159809,-1.35071053665516,3.28247972640936,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1700","analysis_target",0.117159193802265,0.626495999924523,-1.1107729660498,1.34509135365433,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_309","analysis_target",0.81026916097558,2.10323256901764,-3.31206667429899,4.93260499625015,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_64","analysis_target",-0.100184381583226,0.550977457992865,-1.18010019924924,0.979731436082788,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1617","analysis_target",0.696670992873782,0.720541910330847,-0.715591151374677,2.10893313712224,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_1590","analysis_target",-0.25893432126678,1.14371741324326,-2.50062045122356,1.98275180869,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_216","analysis_target",2.59768526337157,8.95539088908754,-14.95488087924,20.1502514059831,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_149","analysis_target",-42.6921067163458,1804.12751074084,-3578.7820277684,3493.39781433571,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_498","analysis_target",0.219270542851725,1.01081416277833,-1.7619252161938,2.20046630189725,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_637","analysis_target",0.565276893029578,1.92139256449913,-3.20065253338872,4.33120631944787,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_621","analysis_target",0.234620190910969,1.86175673364638,-3.41442300703593,3.88366338885787,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_617","analysis_target",0.431165209126851,1.21178894813239,-1.94394112921263,2.80627154746633,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
"sr_446","analysis_target",-1.3115292936338,8.55829970212267,-18.0857967097942,15.4627381225266,"G1","south66< 0.5 & meducation>=10.12 & kww< 30.5",8
