"sample_id","candidate","effect_hat","effect_se","effect_low","effect_high","subgroup","rule","terminal_node"
"rotterdam_1827","analysis_target",0.566200859446514,0.590024568911981,-0.590247295620969,1.722649014514,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_128","analysis_target",0.696029938975262,0.467559257901231,-0.22038620651115,1.61244608446167,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2332","analysis_target",0.499981118356952,0.962996679192116,-1.3874923728596,2.3874546095735,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_408","analysis_target",0.492371488464504,0.757143598894675,-0.991629965369058,1.97637294229807,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_99","analysis_target",0.287124108164647,0.475170915989595,-0.644210887174959,1.21845910350425,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_270","analysis_target",0.688578701939485,0.317382455087877,0.0665090899672454,1.31064831391172,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_877","analysis_target",0.64225756202469,0.417863746854118,-0.176755381809382,1.46127050585876,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_424","analysis_target",0.479908499279536,0.72512364466579,-0.941333844265412,1.90115084282448,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_732","analysis_target",0.831004110412274,0.915248032697386,-0.962882033674602,2.62489025449915,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_705","analysis_target",0.65317005759305,0.683283737610587,-0.6860660681237,1.9924061833098,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1463","analysis_target",0.653926817453831,0.752177498854775,-0.820341080301528,2.12819471520919,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2264","analysis_target",0.868283631288173,0.78285978278549,-0.666121542971387,2.40268880554773,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2600","analysis_target",0.507873508925237,0.392695734471577,-0.261810130639053,1.27755714848953,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_693","analysis_target",0.890216810667537,0.711568998114718,-0.504458425637309,2.28489204697238,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2964","analysis_target",0.637426995181888,0.791594895056712,-0.914098999129266,2.18895298949304,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1015","analysis_target",0.73675321367054,0.692019342312228,-0.619604697261428,2.09311112460251,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2251","analysis_target",0.105321582679045,0.471889701356931,-0.819582231980539,1.03022539733863,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1564","analysis_target",0.59688384045936,0.738857240068223,-0.851276350074357,2.04504403099308,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1580","analysis_target",0.847418373261473,0.993354049071979,-1.09955556291961,2.79439230944255,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1174","analysis_target",0.64852717809334,0.628247749969223,-0.582838411846337,1.87989276803302,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_825","analysis_target",0.809109920714349,0.335039043777656,0.152433394910143,1.46578644651856,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_545","analysis_target",0.734827580704927,0.466717839711236,-0.179939385129096,1.64959454653895,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_612","analysis_target",0.37347272335464,0.740009685460073,-1.0769462601471,1.82389170685638,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_380","analysis_target",0.978799329922862,0.456256316443887,0.0845369496928442,1.87306171015288,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_249","analysis_target",0.317840798989193,0.438312617968424,-0.541251932228918,1.1769335302073,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2246","analysis_target",0.754915809932438,0.457582202781057,-0.141945307518435,1.65177692738331,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2212","analysis_target",0.248189825643366,0.647734876816998,-1.02137053291795,1.51775018420468,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_308","analysis_target",0.616841656877187,0.340962386224715,-0.0514446201232537,1.28512793387763,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_351","analysis_target",0.551448026072644,0.72553708997243,-0.870604670273319,1.97350072241861,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_809","analysis_target",0.846946660716685,0.350775593847274,0.159426496776028,1.53446682465734,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_888","analysis_target",0.666742504369122,0.46550947331379,-0.245656063325907,1.57914107206415,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_634","analysis_target",0.263772049324445,0.347710679280337,-0.417740882065016,0.945284980713907,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1119","analysis_target",0.542553750818942,0.329891050598919,-0.104032708354939,1.18914020999282,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1176","analysis_target",0.350905505132235,0.483425511988874,-0.596608498365959,1.29841950863043,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_1582","analysis_target",0.373793806626901,0.397650385664709,-0.405600949275929,1.15318856252973,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_98","analysis_target",0.574724366294648,0.56089906156202,-0.524637794366911,1.67408652695621,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
"rotterdam_2003","analysis_target",0.454003553233844,0.630935649459186,-0.782630319706161,1.69063742617385,"G4","pgr>=4.069 & er< 4.256 & age< 47.5",11
